Date,Time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-01,17:27:35:00,-1.14,1.65,0.76,-221.24,192.26,220.65
2025-02-01,17:27:40:00,1.03,1.25,-1.15,-179.43,160.03,-206.87
2025-02-01,17:27:45:00,0.56,0.05,1.87,240.33,176.44,137.71
2025-02-01,17:27:50:00,0.8,1.13,1.67,160.39,-146.87,59.85
2025-02-01,17:27:55:00,-0.68,1.15,-0.51,112.11,-206.8,201.51
2025-02-01,17:28:00:00,0.11,-0.28,-1.71,119.18,-124.08,-16.02
2025-02-01,17:28:05:00,-0.46,0.36,1.05,40.91,149.54,221.97
2025-02-01,17:28:10:00,1.33,-0.61,-0.73,-36.54,-145.33,-152.66
2025-02-01,17:28:15:00,-0.05,1.67,1.67,219.58,166.43,144.78
2025-02-01,17:28:20:00,1.48,0.03,-1.89,158.06,-42.73,235.35
2025-02-01,17:28:25:00,0.04,-1.88,0.62,52.92,-52.39,-93.79
2025-02-01,17:28:30:00,0.73,0.32,-0.82,240.45,-9.26,-70.75
2025-02-01,17:28:35:00,-1.62,1.06,-1.12,-179.74,-205.66,80.32
2025-02-01,17:28:40:00,-1.2,1.13,-0.99,-241.53,236.54,141.82
2025-02-01,17:28:45:00,-0.95,0.9,-1.04,-196.44,-66.85,8.74
2025-02-01,17:28:50:00,0.19,-0.39,-1.02,116.61,125.2,-229.52
2025-02-01,17:28:55:00,0.16,-1.0,-0.02,122.01,234.38,-30.67
2025-02-01,17:29:00:00,1.38,1.88,-1.73,-55.78,-30.71,114.58
2025-02-01,17:29:05:00,1.12,-0.26,-1.04,22.13,31.81,56.39
2025-02-01,17:29:10:00,1.56,-1.25,-0.67,218.24,51.13,-129.52
2025-02-01,17:29:15:00,-1.83,1.43,-1.58,40.39,228.92,141.49
2025-02-01,17:29:20:00,-1.31,0.88,-0.95,-55.05,-67.06,-62.15
2025-02-01,17:29:25:00,1.82,-0.69,-1.25,-160.4,-56.28,-60.43
2025-02-01,17:29:30:00,1.67,-1.09,1.62,213.29,163.89,-208.96
2025-02-01,17:29:35:00,1.41,-1.01,-1.03,152.26,3.64,-2.56
2025-02-01,17:29:40:00,1.23,-0.69,0.35,92.05,17.66,47.44
2025-02-01,17:29:45:00,-1.94,-1.31,-1.78,88.48,-209.03,-165.64
2025-02-01,17:29:50:00,1.71,1.37,-0.59,72.61,130.23,85.59
2025-02-01,17:29:55:00,1.64,1.94,-1.16,-52.94,64.71,-43.03
2025-02-01,17:30:00:00,-0.48,1.39,0.79,151.98,8.56,247.52
2025-02-01,17:30:05:00,-1.21,0.29,-0.14,55.05,76.56,241.3
2025-02-01,17:30:10:00,1.89,1.75,0.56,131.16,-112.33,-48.17
2025-02-01,17:30:15:00,1.97,0.54,-0.51,146.5,-124.31,-248.88
2025-02-01,17:30:20:00,1.58,-1.45,1.08,-95.71,14.23,183.21
2025-02-01,17:30:25:00,-1.74,0.86,-0.6,26.82,93.63,190.97
2025-02-01,17:30:30:00,1.99,0.73,-1.01,-161.1,-31.61,133.49
2025-02-01,17:30:35:00,1.45,2.0,-1.88,-54.84,150.31,177.01
2025-02-01,17:30:40:00,-1.99,-1.89,-0.18,160.71,134.49,218.45
2025-02-01,17:30:45:00,-0.05,1.31,-0.19,-173.4,-5.13,-231.27
2025-02-01,17:30:50:00,0.69,-0.21,1.23,189.03,-66.03,-39.28
2025-02-01,17:30:55:00,1.91,-0.9,-1.3,110.59,194.97,224.39
2025-02-01,17:31:00:00,-1.74,-1.37,-0.96,-28.28,-218.91,233.71
2025-02-01,17:31:05:00,0.88,-0.95,-1.11,194.99,-40.86,24.41
2025-02-01,17:31:10:00,-0.42,-1.29,0.87,38.28,105.72,-121.15
2025-02-01,17:31:15:00,1.77,0.02,0.46,43.61,213.22,159.42
2025-02-01,17:31:20:00,-1.39,1.6,-0.65,89.98,21.52,-71.73
2025-02-01,17:31:25:00,0.29,1.39,-0.32,-8.64,196.63,34.68
2025-02-01,17:31:30:00,-1.98,0.69,1.88,194.36,-93.93,-92.74
2025-02-01,17:31:35:00,1.18,-1.09,1.73,45.17,-14.0,180.34
2025-02-01,17:31:40:00,-1.49,0.06,0.15,-119.71,-22.02,-216.9
2025-02-01,17:31:45:00,-1.39,-1.1,0.96,-187.55,185.03,-163.41
2025-02-01,17:31:50:00,1.44,-1.61,-1.73,6.25,242.82,179.36
2025-02-01,17:31:55:00,-0.21,-0.06,0.35,-249.04,78.84,-164.2
2025-02-01,17:32:00:00,-0.93,-1.35,-1.85,-198.67,118.18,-60.86
2025-02-01,17:32:05:00,0.69,-1.05,0.04,-1.54,-204.06,2.42
2025-02-01,17:32:10:00,0.17,1.23,-1.51,-59.33,56.02,-55.61
2025-02-01,17:32:15:00,-1.88,0.36,-0.26,-1.71,-120.72,248.28
2025-02-01,17:32:20:00,-0.23,0.25,-1.21,-219.61,217.22,-224.31
2025-02-01,17:32:25:00,1.45,-1.61,-1.45,46.81,204.34,-107.11
2025-02-01,17:32:30:00,1.51,1.18,-1.64,168.12,-108.44,187.12
2025-02-01,17:32:35:00,-1.01,-0.1,-0.33,-32.95,194.8,166.62
2025-02-01,17:32:40:00,-0.58,0.88,-0.95,135.14,-32.94,177.72
2025-02-01,17:32:45:00,-0.45,1.06,1.06,-150.4,106.03,102.05
2025-02-01,17:32:50:00,1.03,-1.99,-1.49,-208.72,-21.12,-221.01
2025-02-01,17:32:55:00,-1.23,-0.08,0.97,-190.26,236.68,63.51
2025-02-01,17:33:00:00,1.61,-0.44,0.55,236.57,115.69,222.43
2025-02-01,17:33:05:00,1.92,-0.2,1.37,-58.12,-43.4,225.62
2025-02-01,17:33:10:00,-1.04,0.96,0.88,-148.32,-56.51,-71.29
2025-02-01,17:33:15:00,0.39,-1.0,-1.99,-237.84,75.43,201.19
2025-02-01,17:33:20:00,-0.8,-1.7,0.9,-160.4,-199.05,-106.75
2025-02-01,17:33:25:00,-1.16,1.94,1.37,194.1,61.21,97.43
2025-02-01,17:33:30:00,-0.51,1.82,-1.49,217.62,58.65,70.07
2025-02-01,17:33:35:00,1.43,1.16,-0.81,37.33,-204.33,-237.46
2025-02-01,17:33:40:00,1.04,-0.06,0.21,-97.31,231.41,238.78
2025-02-01,17:33:45:00,-0.91,-1.19,1.44,60.29,-31.04,14.91
2025-02-01,17:33:50:00,0.94,-1.12,-1.29,155.98,85.0,18.28
2025-02-01,17:33:55:00,1.56,-0.72,1.38,-116.51,194.87,46.47
2025-02-01,17:34:00:00,-0.7,-1.55,0.53,157.4,4.85,-28.38
2025-02-01,17:34:05:00,1.47,0.03,-1.19,-89.55,-1.51,-69.93
2025-02-01,17:34:10:00,-1.62,-0.23,0.36,-70.89,45.96,-169.7
2025-02-01,17:34:15:00,1.9,-0.69,-1.59,-188.22,95.99,-104.4
2025-02-01,17:34:20:00,1.96,1.71,0.86,38.29,127.55,-198.78
2025-02-01,17:34:25:00,1.08,-0.76,-1.17,-163.06,70.13,54.26
2025-02-01,17:34:30:00,1.03,-0.68,1.18,-199.68,103.7,-145.66
2025-02-01,17:34:35:00,-0.64,-0.46,-1.02,-16.31,-127.94,47.61
2025-02-01,17:34:40:00,0.87,1.16,0.86,-160.33,-184.8,-23.48
2025-02-01,17:34:45:00,-1.17,-0.79,1.03,-76.11,168.8,-158.14
2025-02-01,17:34:50:00,0.97,1.73,0.57,-61.37,20.5,133.98
2025-02-01,17:34:55:00,0.34,1.71,-0.6,114.77,219.06,-18.26
2025-02-01,17:35:00:00,-0.26,0.58,1.64,40.28,-32.83,-32.31
2025-02-01,17:35:05:00,-1.6,-0.85,1.48,158.29,142.47,8.92
2025-02-01,17:35:10:00,-0.43,-1.52,0.98,-131.47,29.98,-230.32
2025-02-01,17:35:15:00,-0.41,0.22,0.75,-111.68,-113.59,-15.65
2025-02-01,17:35:20:00,-1.55,0.4,1.57,19.13,-137.1,47.55
2025-02-01,17:35:25:00,0.05,0.11,-0.07,-144.36,-43.24,-237.74
2025-02-01,17:35:30:00,-0.77,1.59,-0.32,-98.5,158.72,223.76
2025-02-01,17:35:35:00,0.9,-1.9,0.71,-56.34,134.77,23.98
2025-02-01,17:35:40:00,-0.37,-1.85,-0.63,45.15,88.66,113.3
2025-02-01,17:35:45:00,-0.61,0.06,1.08,107.65,-115.95,-41.53
2025-02-01,17:35:50:00,1.66,0.37,1.3,-206.73,-53.16,-213.79
2025-02-01,17:35:55:00,0.87,1.52,0.23,158.21,-65.87,219.89
2025-02-01,17:36:00:00,1.14,1.01,1.29,-155.06,-98.97,-149.54
2025-02-01,17:36:05:00,1.09,0.39,1.41,-159.15,-139.96,-33.29
2025-02-01,17:36:10:00,-0.95,1.85,0.52,-29.29,-52.08,154.67
2025-02-01,17:36:15:00,-1.17,-0.32,-0.35,120.77,183.63,-157.58
2025-02-01,17:36:20:00,1.83,-0.4,0.62,198.9,-6.44,129.61
2025-02-01,17:36:25:00,-0.22,1.21,0.85,102.94,-7.86,-16.99
2025-02-01,17:36:30:00,-1.69,0.48,-1.49,-117.73,-76.43,-119.65
2025-02-01,17:36:35:00,-1.2,1.33,1.78,-60.69,193.04,62.78
2025-02-01,17:36:40:00,1.66,-1.73,1.34,-238.14,146.81,239.12
2025-02-01,17:36:45:00,1.8,0.35,-0.18,116.42,-118.69,-72.46
2025-02-01,17:36:50:00,1.73,1.35,0.94,-160.71,-115.2,-133.96
2025-02-01,17:36:55:00,1.67,-1.32,0.83,133.77,58.51,58.99
2025-02-01,17:37:00:00,-0.51,-1.97,0.89,188.75,-22.33,-215.69
2025-02-01,17:37:05:00,-1.94,-1.15,1.21,-17.91,-87.78,-163.1
2025-02-01,17:37:10:00,-0.41,-1.86,1.43,-93.45,-11.9,-35.55
2025-02-01,17:37:15:00,0.54,1.9,1.78,204.04,111.58,131.83
2025-02-01,17:37:20:00,-0.76,-0.24,1.31,-228.51,50.04,-138.95
2025-02-01,17:37:25:00,1.2,0.31,0.88,-131.85,53.29,-165.97
2025-02-01,17:37:30:00,-0.46,1.68,1.9,-93.21,-75.79,-194.08
2025-02-01,17:37:35:00,-1.13,1.77,1.86,-50.65,-143.51,-222.28
2025-02-01,17:37:40:00,-1.93,-0.01,1.85,88.35,-0.72,211.23
2025-02-01,17:37:45:00,-0.04,-1.19,-1.16,157.5,-133.73,-218.36
2025-02-01,17:37:50:00,1.98,-1.73,-1.86,42.78,25.83,226.45
2025-02-01,17:37:55:00,-1.66,-0.7,-0.14,-121.67,103.98,24.3
2025-02-01,17:38:00:00,-1.57,1.27,-0.92,-13.77,-84.95,34.51
2025-02-01,17:38:05:00,0.59,1.68,1.49,-99.26,216.33,93.02
2025-02-01,17:38:10:00,0.54,1.59,0.06,-70.37,210.33,-110.44
2025-02-01,17:38:15:00,1.66,1.44,1.97,13.47,195.32,69.0
2025-02-01,17:38:20:00,0.37,-1.5,-1.65,-74.27,-74.28,-17.35
2025-02-01,17:38:25:00,0.6,0.93,1.73,203.13,80.05,-175.16
2025-02-01,17:38:30:00,0.95,-1.16,1.41,-125.14,131.98,-207.98
2025-02-01,17:38:35:00,-1.9,0.59,-1.3,106.42,39.76,-170.2
2025-02-01,17:38:40:00,-0.22,-1.25,1.87,-21.88,5.92,151.77
2025-02-01,17:38:45:00,-1.73,-0.66,0.14,-121.18,-79.74,249.73
2025-02-01,17:38:50:00,0.17,-1.39,-1.19,44.07,104.82,-64.7
2025-02-01,17:38:55:00,1.78,-1.83,0.19,101.09,176.75,-178.61
2025-02-01,17:39:00:00,-1.4,0.67,1.38,-148.87,-110.5,231.98
2025-02-01,17:39:05:00,-0.93,0.54,-1.21,90.48,133.16,-214.68
2025-02-01,17:39:10:00,-1.79,-1.8,0.24,-45.64,219.08,-134.37
2025-02-01,17:39:15:00,-1.11,-0.76,-1.15,-129.21,180.63,-76.76
2025-02-01,17:39:20:00,-1.23,0.78,1.11,-50.57,47.23,-148.03
2025-02-01,17:39:25:00,-0.55,1.89,0.99,-133.8,45.5,-24.85
2025-02-01,17:39:30:00,1.4,0.46,0.08,-201.47,-66.66,175.02
2025-02-01,17:39:35:00,-1.74,-0.34,-0.52,8.2,-2.85,47.18
2025-02-01,17:39:40:00,-1.59,-1.72,0.57,137.99,51.51,92.13
2025-02-01,17:39:45:00,0.11,0.7,-0.65,94.77,74.5,-55.75
2025-02-01,17:39:50:00,1.69,-0.83,-1.99,-72.55,-232.88,-98.53
2025-02-01,17:39:55:00,-1.37,0.31,-1.74,-163.69,-12.87,-157.18
2025-02-01,17:40:00:00,-1.43,1.16,-0.05,-212.32,-155.59,-30.67
2025-02-01,17:40:05:00,1.23,-0.47,1.93,128.16,25.76,226.45
2025-02-01,17:40:10:00,1.89,1.3,1.63,-162.07,5.8,219.27
2025-02-01,17:40:15:00,1.75,-0.83,-1.99,215.89,174.45,-56.42
2025-02-01,17:40:20:00,0.87,1.8,0.8,-142.99,67.8,-96.53
2025-02-01,17:40:25:00,0.14,-1.47,0.28,129.53,46.69,-16.4
2025-02-01,17:40:30:00,-1.99,-1.16,0.73,-203.68,45.91,-6.63
2025-02-01,17:40:35:00,1.52,-0.64,-1.78,56.32,-52.97,131.5
2025-02-01,17:40:40:00,1.91,-0.65,1.11,-43.6,-100.83,181.44
2025-02-01,17:40:45:00,-1.15,1.21,-0.21,-3.49,-183.25,218.07
2025-02-01,17:40:50:00,-0.21,-1.99,0.07,94.48,71.35,40.46
2025-02-01,17:40:55:00,1.56,1.73,1.62,-183.71,-191.28,66.42
2025-02-01,17:41:00:00,-0.58,-1.31,-0.31,-53.53,-50.9,-135.53
2025-02-01,17:41:05:00,-0.48,1.85,-1.25,97.21,-55.4,-51.2
2025-02-01,17:41:10:00,0.26,-1.39,1.06,-74.95,-160.25,-182.12
2025-02-01,17:41:15:00,-0.53,-0.5,-1.73,213.13,231.86,205.43
2025-02-01,17:41:20:00,-1.3,0.22,1.22,-101.31,174.92,27.15
2025-02-01,17:41:25:00,-1.62,-1.17,2.0,137.18,214.35,168.58
2025-02-01,17:41:30:00,-1.17,0.67,1.51,53.06,-68.06,143.78
2025-02-01,17:41:35:00,-1.74,1.66,-0.24,33.4,88.84,-165.33
2025-02-01,17:41:40:00,1.6,-1.12,-0.75,108.72,-4.79,249.74
2025-02-01,17:41:45:00,-1.11,-0.32,-1.25,-183.78,-142.16,-55.26
2025-02-01,17:41:50:00,-0.85,-0.82,-0.14,-212.18,78.74,15.27
2025-02-01,17:41:55:00,0.23,-0.66,1.91,-22.77,-245.96,185.83
2025-02-01,17:42:00:00,-1.7,1.83,1.19,153.24,168.68,146.31
2025-02-01,17:42:05:00,-1.23,0.56,-0.78,93.46,-80.84,53.89
2025-02-01,17:42:10:00,1.59,1.41,1.07,244.32,248.15,6.37
2025-02-01,17:42:15:00,1.5,1.13,-1.19,73.55,-141.39,14.02
2025-02-01,17:42:20:00,-1.11,0.27,0.95,70.7,-106.68,226.95
2025-02-01,17:42:25:00,-0.39,-0.29,1.85,46.78,-9.13,164.05
2025-02-01,17:42:30:00,1.52,-1.4,-1.09,-57.29,205.34,13.94
2025-02-01,17:42:35:00,1.39,1.87,1.74,-13.88,228.28,174.68
2025-02-01,17:42:40:00,0.19,0.21,-1.22,-237.03,-78.07,12.55
2025-02-01,17:42:45:00,0.35,-0.99,-1.9,223.4,-105.21,239.4
2025-02-01,17:42:50:00,0.6,-1.13,0.68,61.71,-30.41,-19.57
2025-02-01,17:42:55:00,0.99,0.9,1.74,98.35,-210.76,12.26
2025-02-01,17:43:00:00,-1.12,-1.98,-1.1,22.24,-45.62,-214.63
2025-02-01,17:43:05:00,-1.26,1.94,-1.77,230.54,-158.17,56.04
2025-02-01,17:43:10:00,-1.09,-0.32,-1.89,100.59,226.98,57.46
2025-02-01,17:43:15:00,-0.04,1.16,0.13,-33.68,55.77,212.65
2025-02-01,17:43:20:00,-1.4,-0.57,-0.82,5.0,-98.33,-183.41
2025-02-01,17:43:25:00,1.47,0.73,-1.52,41.51,-86.13,-120.24
2025-02-01,17:43:30:00,1.37,0.08,-0.46,89.91,225.4,-35.58
2025-02-01,17:43:35:00,-0.89,-0.99,0.37,27.13,202.02,-36.24
2025-02-01,17:43:40:00,1.0,1.15,1.81,-111.67,-138.8,179.59
2025-02-01,17:43:45:00,-1.12,0.03,-1.32,58.75,-133.02,218.9
2025-02-01,17:43:50:00,1.58,0.32,-1.78,117.88,8.75,-172.35
2025-02-01,17:43:55:00,0.04,-0.17,0.52,-104.53,-211.87,-249.62
2025-02-01,17:44:00:00,-1.98,0.05,-0.6,180.43,123.84,55.31
2025-02-01,17:44:05:00,1.65,0.19,-1.73,18.82,226.11,-179.11
2025-02-01,17:44:10:00,1.34,0.22,-1.78,93.37,-198.92,45.22
2025-02-01,17:44:15:00,-1.05,-0.48,1.57,220.02,94.35,13.07
2025-02-01,17:44:20:00,-0.65,0.65,-1.89,149.53,-2.58,113.51
2025-02-01,17:44:25:00,1.48,1.28,0.88,-172.89,229.77,-29.39
2025-02-01,17:44:30:00,-0.04,-1.02,-0.02,-78.51,122.36,-123.46
2025-02-01,17:44:35:00,-0.89,0.71,-1.37,-159.04,99.58,-22.21
2025-02-01,17:44:40:00,-1.81,1.31,0.95,-147.51,72.98,94.88
2025-02-01,17:44:45:00,-1.94,1.44,0.63,61.85,-180.43,127.76
2025-02-01,17:44:50:00,-1.74,1.7,-1.29,-138.54,228.87,245.42
2025-02-01,17:44:55:00,-1.24,1.76,1.19,102.95,140.18,-96.01
2025-02-01,17:45:00:00,-1.33,-1.72,-0.83,-41.14,77.11,-103.4
2025-02-01,17:45:05:00,1.83,1.99,-1.55,-201.94,-31.19,-189.65
2025-02-01,17:45:10:00,1.24,1.31,1.52,4.1,-224.31,116.33
2025-02-01,17:45:15:00,0.18,-0.15,1.63,22.68,90.91,158.07
2025-02-01,17:45:20:00,-1.48,1.22,1.11,-40.03,47.67,176.87
2025-02-01,17:45:25:00,-0.83,-1.5,-0.81,-127.68,102.54,-201.02
2025-02-01,17:45:30:00,1.73,-0.66,-0.17,-224.81,173.29,61.18
2025-02-01,17:45:35:00,-1.0,-1.67,0.81,131.39,117.5,0.57
2025-02-01,17:45:40:00,-1.28,1.79,-0.12,-191.67,59.56,-50.18
2025-02-01,17:45:45:00,1.57,0.58,1.95,-182.59,178.83,-248.96
2025-02-01,17:45:50:00,1.55,0.98,-0.36,-218.74,12.14,-180.33
2025-02-01,17:45:55:00,-1.0,-1.35,1.47,-116.36,-97.04,161.92
2025-02-01,17:46:00:00,-0.85,-0.74,-1.82,229.57,-80.55,224.95
2025-02-01,17:46:05:00,-1.29,0.15,-1.47,-7.98,-241.51,103.24
2025-02-01,17:46:10:00,-1.43,-0.79,0.27,221.43,-180.05,-169.8
2025-02-01,17:46:15:00,1.33,1.92,-1.67,89.05,18.03,-3.46
2025-02-01,17:46:20:00,0.91,1.16,-0.2,-234.22,58.83,7.43
2025-02-01,17:46:25:00,0.95,-1.99,-0.08,2.29,-187.11,-106.0
2025-02-01,17:46:30:00,0.9,-0.55,1.87,-92.8,-19.67,-1.29
2025-02-01,17:46:35:00,-1.99,0.78,0.84,103.64,-90.02,-223.37
2025-02-01,17:46:40:00,0.41,0.56,1.69,113.22,231.09,73.57
2025-02-01,17:46:45:00,-0.97,-0.72,0.57,158.14,-54.76,-139.17
2025-02-01,17:46:50:00,1.07,-0.54,0.06,102.39,-134.3,-209.91
2025-02-01,17:46:55:00,-1.85,1.46,-1.43,56.79,-172.6,-187.86
2025-02-01,17:47:00:00,-1.29,1.02,-0.15,-2.33,-199.1,123.32
2025-02-01,17:47:05:00,0.41,0.01,0.02,-63.44,169.28,244.73
2025-02-01,17:47:10:00,1.02,1.46,-0.01,243.91,-79.1,214.9
2025-02-01,17:47:15:00,-0.21,-1.81,-1.82,55.06,32.62,-180.26
2025-02-01,17:47:20:00,-1.14,-0.66,-1.53,-15.55,137.08,187.17
2025-02-01,17:47:25:00,0.39,0.18,-0.85,-52.62,143.06,-51.98
2025-02-01,17:47:30:00,1.81,1.44,0.55,-248.69,-220.51,208.49
2025-02-01,17:47:35:00,1.17,-1.67,0.58,-167.3,225.63,119.94
2025-02-01,17:47:40:00,1.99,0.79,-0.63,-115.26,-112.4,70.26
2025-02-01,17:47:45:00,1.46,-0.8,-1.86,135.95,-188.02,97.88
2025-02-01,17:47:50:00,-1.08,-1.24,0.05,-19.69,36.46,-199.53
2025-02-01,17:47:55:00,0.88,0.57,-1.27,-213.87,212.81,-51.81
2025-02-01,17:48:00:00,0.64,-0.69,1.41,185.28,206.67,53.58
2025-02-01,17:48:05:00,1.12,1.35,0.32,211.18,-93.97,-93.15
2025-02-01,17:48:10:00,-0.29,-1.66,1.69,-141.17,-209.59,-229.58
2025-02-01,17:48:15:00,0.09,1.4,0.05,-133.45,28.65,53.21
2025-02-01,17:48:20:00,-1.03,-1.51,-0.08,-240.07,-245.26,3.59
2025-02-01,17:48:25:00,-0.12,-0.28,0.3,88.53,77.8,89.58
2025-02-01,17:48:30:00,-0.73,-0.97,-0.72,-196.04,184.36,-71.43
2025-02-01,17:48:35:00,1.4,0.99,-0.31,-179.02,139.06,7.76
2025-02-01,17:48:40:00,-1.64,-1.75,1.22,33.42,-180.98,91.18
2025-02-01,17:48:45:00,-1.75,1.02,-1.28,-212.71,-99.34,-161.91
2025-02-01,17:48:50:00,0.71,1.11,1.95,169.06,-143.07,-96.11
2025-02-01,17:48:55:00,1.82,0.85,-0.62,-216.68,-3.82,42.33
2025-02-01,17:49:00:00,0.4,1.54,0.87,100.19,-137.3,-28.77
2025-02-01,17:49:05:00,1.78,-1.92,0.38,-191.03,193.81,116.99
2025-02-01,17:49:10:00,-0.93,0.92,0.81,-6.95,-246.4,246.32
2025-02-01,17:49:15:00,-0.08,1.8,-1.77,-34.7,-195.29,119.52
2025-02-01,17:49:20:00,1.84,-1.6,-1.7,1.35,-217.52,193.75
2025-02-01,17:49:25:00,0.86,1.39,-0.66,-233.77,-152.35,117.7
2025-02-01,17:49:30:00,-1.08,1.8,0.93,219.92,174.0,188.65
2025-02-01,17:49:35:00,1.73,-0.75,-0.78,-207.32,127.16,85.18
2025-02-01,17:49:40:00,1.53,1.79,-1.57,8.92,-164.46,173.28
2025-02-01,17:49:45:00,-1.73,-0.76,-1.58,31.46,-110.54,-70.06
2025-02-01,17:49:50:00,-0.22,0.49,-1.31,13.72,124.04,-8.93
2025-02-01,17:49:55:00,-1.13,1.45,1.94,-90.56,12.61,165.63
2025-02-01,17:50:00:00,-1.07,-0.08,0.04,76.68,178.22,-69.65
2025-02-01,17:50:05:00,0.39,0.23,0.21,-122.9,187.84,-173.89
2025-02-01,17:50:10:00,1.62,-1.25,1.33,-193.24,225.3,-112.05
2025-02-01,17:50:15:00,1.32,-1.19,0.95,-239.06,-226.14,-78.83
2025-02-01,17:50:20:00,-1.32,0.23,0.13,110.35,-163.58,-120.8
2025-02-01,17:50:25:00,-1.03,0.91,1.72,-68.64,-243.37,249.18
2025-02-01,17:50:30:00,0.11,-0.14,-1.97,198.41,-44.22,-51.0
2025-02-01,17:50:35:00,-1.01,-0.17,1.86,225.39,11.74,28.4
2025-02-01,17:50:40:00,1.19,-0.26,1.22,47.49,98.89,-67.59
2025-02-01,17:50:45:00,1.75,-0.95,1.52,149.55,205.88,59.24
2025-02-01,17:50:50:00,1.53,0.73,-1.52,132.16,24.99,6.14
2025-02-01,17:50:55:00,1.49,-1.88,1.06,-164.5,87.72,-220.86
2025-02-01,17:51:00:00,0.31,0.77,-0.46,221.55,200.41,66.94
2025-02-01,17:51:05:00,-1.49,0.85,0.71,154.82,-3.61,-84.59
2025-02-01,17:51:10:00,1.54,-0.33,-1.61,-184.34,227.26,-102.17
2025-02-01,17:51:15:00,1.52,1.74,-1.63,-236.97,-191.69,6.16
2025-02-01,17:51:20:00,-1.94,0.25,1.19,244.44,-74.23,-148.98
2025-02-01,17:51:25:00,0.3,-0.62,1.2,-125.9,92.14,58.54
2025-02-01,17:51:30:00,0.89,-1.57,-1.68,101.96,-103.38,-9.63
2025-02-01,17:51:35:00,-1.58,-0.56,-0.41,-140.31,41.07,116.64
2025-02-01,17:51:40:00,-1.1,-1.08,-0.32,28.05,186.87,-234.23
2025-02-01,17:51:45:00,-1.01,-1.1,1.75,-64.3,-13.13,52.26
2025-02-01,17:51:50:00,0.92,0.03,1.99,-95.74,59.19,-185.15
2025-02-01,17:51:55:00,1.83,0.34,1.75,-208.57,203.93,136.64
2025-02-01,17:52:00:00,1.71,0.91,-0.33,-204.9,43.78,117.37
2025-02-01,17:52:05:00,0.24,0.38,0.49,97.79,-148.39,-178.99
2025-02-01,17:52:10:00,1.98,1.7,0.94,-21.57,-20.04,-16.38
2025-02-01,17:52:15:00,1.84,-0.4,-1.22,55.32,6.63,218.22
2025-02-01,17:52:20:00,-1.0,-0.98,0.74,167.55,-146.41,-109.23
2025-02-01,17:52:25:00,0.87,1.39,0.31,108.26,147.77,12.31
2025-02-01,17:52:30:00,-0.74,-0.15,-0.42,113.92,-188.73,87.88
2025-02-01,17:52:35:00,0.33,1.04,1.99,199.7,46.94,143.42
2025-02-01,17:52:40:00,-1.65,-1.68,-1.69,-73.95,216.59,-82.61
2025-02-01,17:52:45:00,-1.47,-0.13,-1.3,37.67,28.09,88.19
2025-02-01,17:52:50:00,1.06,1.85,0.73,-169.13,-19.98,-157.09
2025-02-01,17:52:55:00,-1.35,-1.81,-1.3,131.34,-185.1,-15.76
2025-02-01,17:53:00:00,0.34,-1.54,-0.21,137.21,-43.28,191.76
2025-02-01,17:53:05:00,1.53,1.78,-1.97,-129.21,140.54,-139.96
2025-02-01,17:53:10:00,0.54,-0.09,-0.43,113.58,-223.21,-23.37
2025-02-01,17:53:15:00,1.63,-0.55,-1.13,-102.28,22.9,-184.14
2025-02-01,17:53:20:00,-0.63,-1.62,-0.29,-35.7,-210.74,-198.12
2025-02-01,17:53:25:00,1.98,-1.72,0.04,222.78,57.76,188.3
2025-02-01,17:53:30:00,1.19,-0.31,0.37,230.46,-189.19,149.43
2025-02-01,17:53:35:00,1.29,-1.44,1.56,246.96,-113.0,78.97
2025-02-01,17:53:40:00,1.49,0.64,-1.93,4.1,226.14,55.16
2025-02-01,17:53:45:00,-1.0,1.49,-0.18,-240.76,-70.45,48.83
2025-02-01,17:53:50:00,1.44,-0.2,-0.06,156.23,28.2,-67.01
2025-02-01,17:53:55:00,1.78,0.44,0.43,-163.93,-3.28,-149.06
2025-02-01,17:54:00:00,1.85,0.46,-0.05,103.24,-203.56,205.69
2025-02-01,17:54:05:00,-1.76,-1.96,-0.72,-102.36,53.79,-100.52
2025-02-01,17:54:10:00,1.16,0.02,1.86,-180.75,185.48,49.68
2025-02-01,17:54:15:00,0.07,-1.64,-0.21,-64.03,-7.24,-149.2
2025-02-01,17:54:20:00,0.66,0.18,1.32,10.73,-26.39,-7.44
2025-02-01,17:54:25:00,1.61,-1.21,-0.11,-118.61,98.25,241.96
2025-02-01,17:54:30:00,1.79,-0.25,0.42,-2.7,113.24,-241.49
2025-02-01,17:54:35:00,-0.48,0.1,-0.93,-214.61,18.46,122.73
2025-02-01,17:54:40:00,0.76,0.57,-1.54,-11.33,149.74,-96.4
2025-02-01,17:54:45:00,1.45,-0.61,-0.11,-146.4,88.14,-154.1
2025-02-01,17:54:50:00,-0.19,-0.86,-1.67,-31.21,-91.43,150.34
2025-02-01,17:54:55:00,0.14,0.56,1.36,179.3,-27.74,-121.91
2025-02-01,17:55:00:00,0.47,0.33,1.95,-60.13,-235.37,62.94
2025-02-01,17:55:05:00,0.04,-1.67,1.34,-132.38,-180.0,149.22
2025-02-01,17:55:10:00,-1.63,0.05,-1.56,47.62,-100.33,-147.28
2025-02-01,17:55:15:00,0.5,-1.97,1.94,190.94,-78.9,171.31
